Geography,Geographic Area Name,Total Population,Population (Male),Population (Female),Population (Under 5 years old),Population (5-9 years old),Population (10-14 years old),Population (15-19 years old),Population (20-24 years old),Population (25-34 years old),Population (35-44 years old),Population (45-54 years old),Population (55-59 years old),Population (60-64 years old),Population (65-74 years old),Population (75-84 years old),Population (85+ years old),Race (One Race),Race (Two or More Races),Race (one: white),Race (one: black or African American),Race (one: native American),Race (one: black or Asian),Race (one: Pacific Islander),Race (one: Other),Race (two+: white and black or African American),Race (two+: white and Native American),Race (two+: white and Asian),Race (two+: black and Native American,Race (Hispanic or Latino),Race (Not Hispanic or Latino)
1400000US06037462700,"Census Tract 4627, Los Angeles County, California",5386,2796,2590,443,138,164,271,285,1402,595,771,323,270,545,91,88,4946,440,2589,256,0,1029,0,1072,54,0,254,0,2119,3267
1400000US06037462800,"Census Tract 4628, Los Angeles County, California",2854,1414,1440,262,135,138,79,132,500,513,560,80,113,210,72,60,2608,246,1454,286,0,494,13,361,0,17,79,0,902,1952
1400000US06037462900,"Census Tract 4629, Los Angeles County, California",3700,2105,1595,276,146,150,225,112,392,567,562,209,162,250,307,342,3226,474,2204,137,0,665,0,220,0,13,167,0,1294,2406
1400000US06037463000,"Census Tract 4630, Los Angeles County, California",2919,1396,1523,264,119,133,157,198,493,424,360,183,178,160,153,97,2671,248,1608,211,0,794,0,58,48,4,168,0,403,2516
1400000US06037463103,"Census Tract 4631.03, Los Angeles County, California",6125,3143,2982,426,314,444,203,320,652,818,1118,359,269,664,407,131,5716,409,2760,165,42,1898,35,816,137,0,134,16,2276,3849
1400000US06037463200,"Census Tract 4632, Los Angeles County, California",3602,1622,1980,123,133,116,142,139,485,508,772,205,149,343,315,172,3394,208,1594,161,0,1173,21,445,0,24,63,0,822,2780
1400000US06037463300,"Census Tract 4633, Los Angeles County, California",2038,1078,960,85,54,79,159,80,333,250,239,224,193,209,103,30,1925,113,1037,67,0,630,0,191,0,7,28,0,414,1624
1400000US06037463400,"Census Tract 4634, Los Angeles County, California",5835,3021,2814,406,193,97,212,291,1048,1424,668,265,355,520,328,28,5424,411,2704,344,29,1636,0,711,40,0,156,0,1589,4246
1400000US06037463500,"Census Tract 4635, Los Angeles County, California",6064,2940,3124,499,152,25,594,863,1828,723,437,182,183,383,151,44,5820,244,3466,229,21,1809,8,287,26,5,147,14,975,5089
1400000US06037463601,"Census Tract 4636.01, Los Angeles County, California",5993,2772,3221,350,77,74,118,331,2141,806,613,285,202,349,410,237,5667,326,3531,117,12,1611,35,361,44,0,143,0,1333,4660
1400000US06037463602,"Census Tract 4636.02, Los Angeles County, California",6414,2815,3599,448,99,102,149,467,1743,1347,595,357,292,378,316,121,6017,397,2823,509,29,2459,0,197,0,12,158,10,1047,5367
1400000US06037463700,"Census Tract 4637, Los Angeles County, California",3151,1524,1627,66,122,118,78,228,493,472,381,197,301,342,205,148,2835,316,2135,177,0,412,0,111,142,11,12,0,467,2684
1400000US06037463800,"Census Tract 4638, Los Angeles County, California",4188,2241,1947,375,392,232,128,34,362,619,616,181,270,564,344,71,3714,474,2693,29,0,737,0,255,0,11,195,0,859,3329
1400000US06037463900,"Census Tract 4639, Los Angeles County, California",3249,1472,1777,148,55,141,48,58,304,401,288,263,418,545,356,224,2988,261,2106,169,26,569,0,118,41,0,99,0,391,2858
1400000US06037464000,"Census Tract 4640, Los Angeles County, California",5575,2806,2769,373,272,180,113,151,1089,745,961,373,344,461,320,193,5255,320,3297,511,0,1361,0,86,123,0,115,0,915,4660
1400000US06037464101,"Census Tract 4641.01, Los Angeles County, California",2176,1041,1135,84,61,140,94,142,166,183,355,190,271,244,177,69,2165,11,849,0,0,1316,0,0,0,0,0,0,44,2132
1400000US06037464102,"Census Tract 4641.02, Los Angeles County, California",4742,2467,2275,260,222,303,451,13,479,704,909,244,284,501,262,110,4595,147,1464,40,0,2978,25,88,0,0,68,0,473,4269
1400000US06037464200,"Census Tract 4642, Los Angeles County, California",6102,3111,2991,282,446,486,453,232,603,605,924,452,445,700,325,149,5951,151,1606,28,0,4111,0,206,0,0,87,0,399,5703
1400000US06037480002,"Census Tract 4800.02, Los Angeles County, California",3978,1964,2014,189,126,207,197,196,426,438,484,369,464,352,317,213,3869,109,1278,13,0,2270,0,308,56,0,15,0,727,3251
1400000US06037480011,"Census Tract 4800.11, Los Angeles County, California",5154,2640,2514,478,267,346,358,346,620,864,612,344,232,455,176,56,4950,204,1312,29,21,2521,6,1061,0,0,24,0,1674,3480
1400000US06037480012,"Census Tract 4800.12, Los Angeles County, California",4689,2116,2573,305,279,186,225,166,643,576,848,353,234,508,206,160,4398,291,1041,75,0,2781,35,466,0,0,44,0,875,3814
1400000US06037480101,"Census Tract 4801.01, Los Angeles County, California",3996,1829,2167,426,118,163,246,153,571,449,478,342,231,499,185,135,3887,109,573,4,14,3088,0,208,0,16,51,0,367,3629
1400000US06037480102,"Census Tract 4801.02, Los Angeles County, California",4428,2097,2331,222,233,216,177,231,665,690,482,287,443,461,259,62,4304,124,1177,99,76,2686,0,266,0,19,39,0,786,3642
1400000US06037480201,"Census Tract 4802.01, Los Angeles County, California",3722,1804,1918,245,89,273,258,225,199,482,637,356,243,398,184,133,3346,376,1544,64,0,1377,0,361,13,27,118,0,799,2923
1400000US06037480202,"Census Tract 4802.02, Los Angeles County, California",2772,1354,1418,226,142,161,133,87,208,368,407,219,151,291,312,67,2589,183,754,25,25,1327,0,458,0,9,98,0,798,1974
1400000US06037480302,"Census Tract 4803.02, Los Angeles County, California",4217,2088,2129,130,104,179,199,276,803,568,501,349,214,317,405,172,4022,195,1428,21,79,1877,11,606,8,11,60,0,1414,2803
1400000US06037480303,"Census Tract 4803.03, Los Angeles County, California",4499,2253,2246,256,225,150,242,381,844,922,421,176,316,405,121,40,4214,285,860,268,0,2098,0,988,6,14,87,0,1751,2748
1400000US06037480304,"Census Tract 4803.04, Los Angeles County, California",4482,1933,2549,163,106,185,328,255,1003,510,615,378,203,379,220,137,4334,148,620,69,54,2703,0,888,6,0,20,0,1353,3129
1400000US06037480400,"Census Tract 4804, Los Angeles County, California",5446,2496,2950,385,221,139,215,214,935,812,607,489,246,556,419,208,5155,291,1636,198,17,2508,0,796,13,167,60,0,1753,3693
1400000US06037480500,"Census Tract 4805, Los Angeles County, California",5137,2694,2443,117,282,293,364,232,468,674,869,473,511,502,239,113,4889,248,3434,3,0,1282,0,170,32,0,91,0,756,4381
1400000US06037480601,"Census Tract 4806.01, Los Angeles County, California",3925,1925,2000,164,465,362,180,137,830,774,609,127,45,194,15,23,3421,504,1824,322,0,1087,0,188,0,14,263,0,995,2930
1400000US06037480602,"Census Tract 4806.02, Los Angeles County, California",3959,1995,1964,284,205,114,195,100,539,845,500,445,188,303,80,161,3505,454,2213,167,12,911,0,202,21,25,281,0,661,3298
1400000US06037480702,"Census Tract 4807.02, Los Angeles County, California",4134,2073,2061,275,312,252,170,160,381,571,746,289,236,369,264,109,3885,249,1722,191,0,1811,0,161,0,22,93,0,727,3407
1400000US06037480703,"Census Tract 4807.03, Los Angeles County, California",4132,2004,2128,277,408,238,208,141,646,851,587,212,137,259,120,48,3832,300,1930,204,0,1518,0,180,0,5,189,0,913,3219
1400000US06037480704,"Census Tract 4807.04, Los Angeles County, California",4191,1994,2197,225,319,379,216,71,522,891,693,220,185,278,153,39,3952,239,1769,284,45,1555,0,299,0,12,181,0,786,3405
1400000US06037480802,"Census Tract 4808.02, Los Angeles County, California",3277,1691,1586,159,53,147,123,209,298,507,562,344,188,404,155,128,3094,183,744,16,0,1327,7,1000,10,19,65,0,1618,1659
1400000US06037480803,"Census Tract 4808.03, Los Angeles County, California",3474,1738,1736,178,175,194,166,323,354,497,418,327,287,434,86,35,3187,287,1348,37,48,876,0,878,22,89,14,0,1941,1533
1400000US06037480804,"Census Tract 4808.04, Los Angeles County, California",5350,2401,2949,543,257,161,132,361,1034,709,789,382,298,375,213,96,4895,455,960,261,0,2530,0,1144,0,19,103,0,2095,3255
1400000US06037480901,"Census Tract 4809.01, Los Angeles County, California",5020,2277,2743,183,207,265,283,508,847,577,777,362,219,409,269,114,4909,111,758,198,38,2569,0,1346,37,0,39,0,1802,3218
1400000US06037480902,"Census Tract 4809.02, Los Angeles County, California",4452,2150,2302,202,221,437,337,358,558,857,597,215,206,191,229,44,4329,123,929,35,31,2385,0,949,19,10,0,0,1796,2656
1400000US06037480903,"Census Tract 4809.03, Los Angeles County, California",3181,1553,1628,263,114,109,214,265,496,325,446,262,170,283,134,100,3010,171,701,0,4,1961,0,344,0,0,62,0,883,2298
1400000US06037481001,"Census Tract 4810.01, Los Angeles County, California",4826,2396,2430,130,167,191,213,199,546,755,576,249,242,800,286,472,4744,82,875,310,13,2866,0,680,0,10,27,0,1140,3686
1400000US06037481002,"Census Tract 4810.02, Los Angeles County, California",5187,2749,2438,334,195,232,48,339,1144,652,652,515,141,452,291,192,4978,209,961,0,74,2787,0,1156,0,0,56,0,1644,3543
1400000US06037481101,"Census Tract 4811.01, Los Angeles County, California",4427,1735,2692,190,142,260,232,326,726,490,682,286,268,323,277,225,4271,156,1325,58,9,2149,0,730,0,0,119,0,1469,2958
1400000US06037481102,"Census Tract 4811.02, Los Angeles County, California",3643,1828,1815,313,201,133,212,295,545,547,451,284,178,235,151,98,3449,194,813,59,12,2228,0,337,52,0,79,0,871,2772
1400000US06037481103,"Census Tract 4811.03, Los Angeles County, California",5365,2608,2757,217,202,264,299,273,897,800,734,327,383,555,147,267,5209,156,546,22,14,3087,0,1540,58,29,0,0,1778,3587
1400000US06037481201,"Census Tract 4812.01, Los Angeles County, California",4095,1852,2243,152,306,351,293,184,744,480,507,258,227,404,151,38,3832,263,622,22,0,2339,0,849,0,16,20,0,1383,2712
1400000US06037481203,"Census Tract 4812.03, Los Angeles County, California",6128,3147,2981,355,252,202,195,504,954,892,914,386,447,621,239,167,5894,234,1290,18,0,3331,0,1255,87,18,18,0,2000,4128
1400000US06037481300,"Census Tract 4813, Los Angeles County, California",3225,1657,1568,104,120,222,233,154,434,320,465,300,261,325,119,168,3202,23,475,22,6,2125,7,567,0,0,0,0,995,2230
1400000US06037481401,"Census Tract 4814.01, Los Angeles County, California",5494,2518,2976,226,265,147,293,340,1167,531,932,456,436,378,219,104,5192,302,522,2,15,3957,0,696,82,0,13,0,1143,4351
1400000US06037481403,"Census Tract 4814.03, Los Angeles County, California",3172,1596,1576,216,75,115,202,116,405,366,459,469,254,239,207,49,3064,108,448,0,0,2200,47,369,3,0,0,0,524,2648
1400000US06037481404,"Census Tract 4814.04, Los Angeles County, California",3758,1870,1888,143,105,178,133,186,514,355,697,306,234,431,299,177,3681,77,423,19,0,2867,0,372,0,61,16,0,713,3045
1400000US06037481500,"Census Tract 4815, Los Angeles County, California",4542,2110,2432,149,112,176,273,97,532,639,816,272,248,604,420,204,4481,61,397,90,0,3448,0,546,0,0,33,0,741,3801
1400000US06037481603,"Census Tract 4816.03, Los Angeles County, California",3226,1603,1623,182,190,220,68,137,636,389,455,251,221,347,118,12,3146,80,368,0,112,2050,235,381,10,0,9,0,728,2498
1400000US06037481604,"Census Tract 4816.04, Los Angeles County, California",3970,1840,2130,292,207,148,162,221,542,595,599,361,212,318,151,162,3958,12,1136,80,15,2108,0,619,12,0,0,0,1493,2477
1400000US06037481605,"Census Tract 4816.05, Los Angeles County, California",2711,1378,1333,119,49,84,150,172,542,313,400,193,197,321,121,50,2665,46,463,35,15,1899,8,245,0,34,0,0,632,2079
1400000US06037481606,"Census Tract 4816.06, Los Angeles County, California",5081,2489,2592,134,319,272,202,292,612,581,1027,284,392,427,386,153,4907,174,694,258,23,3204,0,728,0,0,0,0,1481,3600
1400000US06037481711,"Census Tract 4817.11, Los Angeles County, California",4238,2157,2081,118,213,136,198,128,500,752,449,267,410,450,274,343,4223,15,341,15,0,3598,80,189,0,0,0,0,382,3856
1400000US06037481712,"Census Tract 4817.12, Los Angeles County, California",5570,2617,2953,278,150,193,452,357,721,692,1053,375,291,416,325,267,5539,31,417,0,0,4518,79,525,0,0,31,0,854,4716
1400000US06037481713,"Census Tract 4817.13, Los Angeles County, California",2655,1405,1250,111,137,70,145,195,396,374,392,167,234,205,185,44,2600,55,197,0,44,1867,0,492,0,0,45,0,646,2009
1400000US06037481714,"Census Tract 4817.14, Los Angeles County, California",2702,1152,1550,103,56,160,112,161,379,272,359,129,233,224,250,264,2616,86,181,12,0,2362,13,48,8,0,33,0,181,2521
1400000US06037481800,"Census Tract 4818, Los Angeles County, California",2485,1234,1251,93,78,139,110,116,240,224,426,196,220,277,182,184,2432,53,638,1,0,1622,0,171,0,0,44,0,501,1984
1400000US06037481901,"Census Tract 4819.01, Los Angeles County, California",5758,2956,2802,156,317,484,399,346,702,584,902,349,409,607,316,187,5264,494,2005,34,19,1899,0,1307,9,15,72,0,3035,2723
1400000US06037481902,"Census Tract 4819.02, Los Angeles County, California",3325,1639,1686,240,215,189,163,237,575,374,366,131,235,277,182,141,3058,267,882,120,26,1197,0,833,35,32,6,0,1655,1670
1400000US06037482001,"Census Tract 4820.01, Los Angeles County, California",2673,1322,1351,103,141,65,99,187,216,303,312,215,191,360,290,191,2563,110,310,1,0,2122,0,130,0,0,67,8,361,2312
1400000US06037482002,"Census Tract 4820.02, Los Angeles County, California",6947,3459,3488,315,481,391,415,172,1147,696,993,498,231,727,701,180,6847,100,1271,90,54,3856,17,1559,0,0,43,0,2352,4595
1400000US06037482101,"Census Tract 4821.01, Los Angeles County, California",4574,2306,2268,250,184,249,220,190,595,552,723,441,221,437,411,101,4451,123,830,13,0,2990,8,610,0,26,0,8,1168,3406
1400000US06037482102,"Census Tract 4821.02, Los Angeles County, California",3079,1312,1767,172,210,155,41,100,320,486,374,179,188,487,251,116,2878,201,472,48,28,2147,0,183,1,0,62,0,632,2447
1400000US06037482201,"Census Tract 4822.01, Los Angeles County, California",3923,1847,2076,244,162,155,80,332,816,440,300,342,283,327,301,141,3820,103,481,1,0,2879,0,459,0,0,23,0,971,2952
1400000US06037482202,"Census Tract 4822.02, Los Angeles County, California",5329,2566,2763,248,356,322,296,240,907,688,588,275,480,592,252,85,5284,45,326,86,201,3962,0,709,45,0,0,0,1120,4209
1400000US06037482301,"Census Tract 4823.01, Los Angeles County, California",5515,2885,2630,196,254,288,421,173,679,705,842,511,545,568,174,159,5452,63,367,23,0,4489,0,573,13,6,0,0,925,4590
1400000US06037482303,"Census Tract 4823.03, Los Angeles County, California",5713,2769,2944,481,287,291,293,323,1061,810,567,260,397,609,223,111,5669,44,526,0,105,3865,0,1173,0,30,0,0,1703,4010
1400000US06037482304,"Census Tract 4823.04, Los Angeles County, California",3037,1477,1560,138,187,125,217,238,399,310,492,319,175,256,110,71,2875,162,546,45,0,1552,0,732,37,0,8,0,1266,1771
1400000US06037482401,"Census Tract 4824.01, Los Angeles County, California",3491,1759,1732,253,127,167,189,262,398,525,462,179,351,365,166,47,3237,254,464,0,25,2010,0,738,0,0,0,0,1395,2096
1400000US06037482403,"Census Tract 4824.03, Los Angeles County, California",3471,1706,1765,304,14,267,216,275,493,283,601,337,172,189,80,240,3467,4,65,0,0,1874,0,1528,0,0,4,0,1575,1896
1400000US06037482404,"Census Tract 4824.04, Los Angeles County, California",3443,1818,1625,31,26,218,435,222,171,337,543,457,223,486,139,155,3297,146,367,9,0,2486,0,435,0,0,0,0,661,2782
1400000US06037482502,"Census Tract 4825.02, Los Angeles County, California",3399,1743,1656,258,138,179,267,181,343,526,507,322,221,238,148,71,3350,49,259,22,0,2670,0,399,37,0,12,0,656,2743
1400000US06037482503,"Census Tract 4825.03, Los Angeles County, California",4303,2185,2118,295,219,311,223,322,686,428,723,202,240,360,204,90,4071,232,587,14,210,2746,0,514,0,0,173,0,1090,3213
1400000US06037482521,"Census Tract 4825.21, Los Angeles County, California",5642,2593,3049,443,157,275,284,287,761,784,630,349,462,690,313,207,5555,87,804,35,10,3668,0,1038,49,0,7,0,1666,3976
1400000US06037482522,"Census Tract 4825.22, Los Angeles County, California",4403,2206,2197,199,199,223,228,202,728,508,530,253,286,431,257,359,4213,190,1300,19,16,1974,0,904,0,36,59,0,2077,2326
1400000US06037482600,"Census Tract 4826, Los Angeles County, California",6446,3267,3179,97,340,338,424,464,754,509,868,577,535,508,651,381,6192,254,1175,0,35,4134,0,848,0,0,122,0,1682,4764
1400000US06037482701,"Census Tract 4827.01, Los Angeles County, California",4120,1988,2132,210,164,284,132,200,660,651,646,188,253,386,189,157,4005,115,860,48,0,1616,0,1481,21,0,26,0,2327,1793
1400000US06037482702,"Census Tract 4827.02, Los Angeles County, California",2383,975,1408,133,66,102,170,145,305,267,320,163,173,235,137,167,2258,125,581,24,3,1184,0,466,13,25,38,0,943,1440
1400000US06037482801,"Census Tract 4828.01, Los Angeles County, California",4162,1863,2299,325,306,223,115,209,556,752,370,174,363,370,276,123,3695,467,750,105,52,1873,8,907,0,0,29,0,1930,2232
1400000US06037500100,"Census Tract 5001, Los Angeles County, California",3521,1796,1725,251,71,250,110,326,331,417,449,283,226,394,270,143,3285,236,1978,5,12,548,0,742,82,0,21,0,1192,2329
1400000US06037500202,"Census Tract 5002.02, Los Angeles County, California",4970,2398,2572,262,282,392,232,218,558,590,584,409,277,587,351,228,4454,516,2770,32,47,902,0,703,0,0,56,0,2233,2737
1400000US06037500203,"Census Tract 5002.03, Los Angeles County, California",4230,2246,1984,310,234,227,190,286,402,440,747,327,236,249,362,220,3930,300,3174,40,0,253,0,463,0,9,39,0,1289,2941
1400000US06037500204,"Census Tract 5002.04, Los Angeles County, California",2134,1150,984,59,65,134,128,88,255,152,279,361,136,365,91,21,2091,43,1695,1,0,352,0,43,0,0,0,0,287,1847
1400000US06037500300,"Census Tract 5003, Los Angeles County, California",2931,1407,1524,67,161,102,89,50,297,406,413,191,313,573,229,40,2662,269,1580,45,0,418,0,619,15,0,72,0,1495,1436
1400000US06037500402,"Census Tract 5004.02, Los Angeles County, California",5190,2585,2605,315,326,389,293,469,516,646,797,413,356,280,328,62,5112,78,1583,0,70,482,0,2977,0,43,0,0,4637,553
1400000US06037500403,"Census Tract 5004.03, Los Angeles County, California",3464,1651,1813,153,163,200,270,263,377,437,469,210,249,289,169,215,3449,15,1938,5,64,209,0,1233,0,0,0,0,2998,466
1400000US06037500404,"Census Tract 5004.04, Los Angeles County, California",4278,2144,2134,255,105,232,190,254,561,631,529,346,323,520,267,65,4139,139,1846,7,0,301,0,1985,24,8,0,0,3620,658
1400000US06037500500,"Census Tract 5005, Los Angeles County, California",2846,1381,1465,107,103,153,287,202,458,373,379,145,135,287,173,44,2793,53,1343,19,20,176,0,1235,0,0,0,0,2544,302
1400000US06037500600,"Census Tract 5006, Los Angeles County, California",5036,2384,2652,165,287,432,505,449,553,776,735,347,130,203,386,68,4540,496,1617,0,36,134,0,2753,0,72,0,0,4837,199
1400000US06037500700,"Census Tract 5007, Los Angeles County, California",7196,3433,3763,281,446,417,469,583,1032,848,1130,459,223,479,358,471,6685,511,3053,26,39,195,0,3372,65,0,0,0,6675,521
1400000US06037500800,"Census Tract 5008, Los Angeles County, California",5299,2692,2607,279,199,381,300,476,827,751,523,468,425,304,302,64,5081,218,2788,60,49,41,0,2143,0,0,11,0,4944,355
1400000US06037500900,"Census Tract 5009, Los Angeles County, California",5948,2847,3101,148,439,392,578,574,751,654,774,375,280,615,175,193,5533,415,2728,43,42,292,3,2425,58,7,9,0,5412,536
1400000US06037501001,"Census Tract 5010.01, Los Angeles County, California",3361,1775,1586,283,166,242,294,301,463,462,486,196,139,181,102,46,2979,382,1066,0,168,16,0,1729,0,21,0,0,3212,149
1400000US06037501002,"Census Tract 5010.02, Los Angeles County, California",4759,2456,2303,215,366,251,259,394,775,583,651,337,325,331,189,83,4471,288,2050,0,37,122,0,2262,6,0,21,7,3936,823
1400000US06037501200,"Census Tract 5012, Los Angeles County, California",4814,2258,2556,264,439,376,317,379,447,828,663,275,216,309,213,88,4529,285,1891,11,42,482,0,2103,38,51,32,0,3184,1630
1400000US06037501301,"Census Tract 5013.01, Los Angeles County, California",3098,1468,1630,155,197,58,119,161,643,346,387,143,182,303,184,220,2577,521,1707,0,48,43,0,779,37,73,0,0,2020,1078
1400000US06037501302,"Census Tract 5013.02, Los Angeles County, California",3766,1615,2151,218,216,148,322,120,549,441,462,360,192,551,120,67,3246,520,1970,61,42,71,2,1100,0,0,0,0,2781,985
1400000US06037501400,"Census Tract 5014, Los Angeles County, California",3430,1541,1889,240,199,172,243,334,536,587,356,266,174,212,97,14,3269,161,1146,68,114,137,0,1804,0,0,108,0,2728,702
1400000US06037501501,"Census Tract 5015.01, Los Angeles County, California",2150,964,1186,34,71,89,46,133,239,219,332,271,225,298,141,52,1988,162,1148,6,15,197,0,622,0,44,3,0,1193,957
1400000US06037501503,"Census Tract 5015.03, Los Angeles County, California",5583,2584,2999,361,330,513,331,354,1201,840,527,311,195,390,110,120,5240,343,2043,42,160,116,0,2879,7,45,31,0,4115,1468
1400000US06037501504,"Census Tract 5015.04, Los Angeles County, California",3222,1356,1866,160,211,145,148,166,562,425,528,66,89,317,230,175,3102,120,896,34,13,345,0,1814,0,7,13,0,2465,757
1400000US06037501600,"Census Tract 5016, Los Angeles County, California",7425,3949,3476,320,423,445,961,675,953,847,649,409,588,705,361,89,7243,182,4713,132,60,1052,4,1282,36,4,81,0,3220,4205
1400000US06037501700,"Census Tract 5017, Los Angeles County, California",3486,1730,1756,199,313,176,169,194,276,484,617,235,255,225,111,232,3181,305,2292,45,0,110,0,734,0,0,0,0,1934,1552
1400000US06037501802,"Census Tract 5018.02, Los Angeles County, California",3281,1673,1608,299,129,255,165,187,325,596,417,157,293,140,225,93,3029,252,1551,268,29,56,0,1125,3,0,33,0,2189,1092
1400000US06037501803,"Census Tract 5018.03, Los Angeles County, California",4372,2245,2127,354,257,271,488,296,1020,569,439,248,140,194,52,44,4079,293,1213,43,53,41,0,2729,0,168,40,0,3566,806
1400000US06037501804,"Census Tract 5018.04, Los Angeles County, California",2174,1024,1150,253,138,120,134,101,383,316,270,105,47,149,91,67,1979,195,703,77,0,36,0,1163,0,0,0,0,1747,427
1400000US06037501900,"Census Tract 5019, Los Angeles County, California",4259,1879,2380,255,227,280,328,430,458,514,705,251,199,383,147,82,3941,318,2187,94,23,100,0,1537,0,47,43,0,3067,1192
1400000US06037502003,"Census Tract 5020.03, Los Angeles County, California",2609,1388,1221,106,133,258,265,217,331,425,377,105,185,157,35,15,2447,162,895,16,32,32,0,1472,0,20,0,0,2214,395
1400000US06037502004,"Census Tract 5020.04, Los Angeles County, California",4284,2296,1988,164,251,430,423,408,555,678,533,213,189,244,174,22,4166,118,1305,78,39,101,0,2643,18,47,0,0,3835,449
1400000US06037502005,"Census Tract 5020.05, Los Angeles County, California",4905,2467,2438,323,352,478,423,280,727,756,518,252,257,331,168,40,4489,416,1774,72,12,8,0,2623,16,68,0,1,3888,1017
1400000US06037502100,"Census Tract 5021, Los Angeles County, California",4881,2077,2804,147,417,201,268,284,714,580,699,431,282,370,214,274,4183,698,2068,75,65,85,18,1872,0,9,0,0,3933,948
1400000US06037502200,"Census Tract 5022, Los Angeles County, California",7039,3356,3683,434,307,298,303,530,1503,733,1089,479,382,553,282,146,6634,405,3269,9,85,135,0,3136,8,9,23,8,6387,652
1400000US06037502303,"Census Tract 5023.03, Los Angeles County, California",8506,4215,4291,565,476,698,558,462,1601,1082,769,724,321,564,540,146,8191,315,2405,331,0,66,0,5389,12,36,14,0,7754,752
1400000US06037502401,"Census Tract 5024.01, Los Angeles County, California",5059,2142,2917,503,320,379,160,259,854,593,921,277,203,247,222,121,4762,297,2224,141,0,160,11,2226,0,0,0,0,4357,702
1400000US06037502402,"Census Tract 5024.02, Los Angeles County, California",3678,1771,1907,163,165,225,190,277,665,361,518,246,160,430,182,96,3565,113,2097,2,93,53,5,1315,0,19,5,0,3337,341
1400000US06037502500,"Census Tract 5025, Los Angeles County, California",4166,2154,2012,97,257,248,302,263,739,534,617,258,284,364,126,77,3911,255,2133,0,95,27,31,1625,0,22,0,19,3932,234
1400000US06037502602,"Census Tract 5026.02, Los Angeles County, California",4155,1927,2228,177,192,241,365,410,629,493,488,298,212,297,259,94,3819,336,2320,153,0,79,0,1267,0,11,0,0,3620,535
1400000US06037502603,"Census Tract 5026.03, Los Angeles County, California",3378,1611,1767,183,156,197,280,221,521,496,357,106,204,404,111,142,3296,82,1513,121,0,43,0,1619,0,0,14,0,2882,496
1400000US06037502604,"Census Tract 5026.04, Los Angeles County, California",3931,1817,2114,151,237,212,212,236,553,589,458,308,420,301,195,59,3417,514,2309,3,51,52,0,1002,0,0,25,0,3714,217
1400000US06037502700,"Census Tract 5027, Los Angeles County, California",7007,3349,3658,332,347,591,440,641,926,1014,869,434,433,478,218,284,6312,695,2337,328,103,246,11,3287,20,70,0,0,5523,1484
1400000US06037502801,"Census Tract 5028.01, Los Angeles County, California",6133,3066,3067,360,203,596,319,446,989,735,856,348,470,452,240,119,5659,474,2830,46,48,196,0,2539,18,43,0,0,5018,1115
1400000US06037502901,"Census Tract 5029.01, Los Angeles County, California",5937,2629,3308,297,320,322,405,422,1138,584,978,328,447,475,111,110,5348,589,3219,70,16,73,10,1960,0,9,20,0,4632,1305
1400000US06037503000,"Census Tract 5030, Los Angeles County, California",6115,3328,2787,615,342,634,401,523,1043,1113,672,263,249,190,70,0,5885,230,1816,229,395,502,0,2943,19,0,0,0,4747,1368
1400000US06037503103,"Census Tract 5031.03, Los Angeles County, California",5302,2848,2454,228,494,352,401,316,679,949,589,383,233,397,223,58,4815,487,1835,8,57,244,0,2671,0,15,21,0,4424,878
1400000US06037503104,"Census Tract 5031.04, Los Angeles County, California",2652,1253,1399,245,137,267,182,207,291,340,483,79,155,107,137,22,2611,41,719,0,45,190,151,1506,0,0,0,0,2165,487
1400000US06037503105,"Census Tract 5031.05, Los Angeles County, California",3549,1829,1720,264,283,360,273,229,663,433,463,189,83,134,127,48,3417,132,1233,3,54,371,0,1756,0,27,13,0,2701,848
1400000US06037503106,"Census Tract 5031.06, Los Angeles County, California",3869,1763,2106,202,176,208,384,348,735,522,362,267,165,207,74,219,3579,290,1404,21,0,218,0,1936,0,51,0,0,2709,1160
1400000US06037503201,"Census Tract 5032.01, Los Angeles County, California",4179,2033,2146,147,328,288,385,389,542,515,560,204,192,318,179,132,4054,125,1618,105,25,595,0,1711,36,0,19,0,2889,1290
1400000US06037503202,"Census Tract 5032.02, Los Angeles County, California",4482,2172,2310,184,232,367,284,429,607,561,487,456,228,356,194,97,4350,132,2184,36,14,423,0,1693,0,24,26,0,3466,1016
1400000US06037503301,"Census Tract 5033.01, Los Angeles County, California",3560,1720,1840,232,153,285,189,328,377,376,555,384,171,331,87,92,2829,731,1944,66,0,117,0,702,0,6,40,0,2407,1153
1400000US06037503302,"Census Tract 5033.02, Los Angeles County, California",6089,3276,2813,524,185,507,497,727,1074,702,590,289,438,359,119,78,5615,474,2409,2,47,238,0,2919,8,32,17,0,4514,1575
1400000US06037503401,"Census Tract 5034.01, Los Angeles County, California",6911,3216,3695,416,313,534,374,462,836,1276,655,519,406,676,292,152,6328,583,4241,87,100,360,0,1540,10,19,33,0,4383,2528
1400000US06037503402,"Census Tract 5034.02, Los Angeles County, California",3834,1839,1995,172,311,282,162,295,343,672,682,214,181,325,100,95,3555,279,2266,16,20,275,0,978,18,25,30,0,2289,1545
1400000US06037503501,"Census Tract 5035.01, Los Angeles County, California",6643,3066,3577,326,518,628,516,592,990,935,1035,258,258,292,210,85,6227,416,3648,84,104,513,0,1878,162,8,22,0,4776,1867
1400000US06037503502,"Census Tract 5035.02, Los Angeles County, California",4378,2090,2288,194,267,424,466,211,571,697,650,315,172,309,69,33,4024,354,1780,114,78,238,1,1813,0,52,18,0,3161,1217
