Geography,Geographic Area Name,Total Population,Population (Male),Population (Female),Population (Under 5 years old),Population (5-9 years old),Population (10-14 years old),Population (15-19 years old),Population (20-24 years old),Population (25-34 years old),Population (35-44 years old),Population (45-54 years old),Population (55-59 years old),Population (60-64 years old),Population (65-74 years old),Population (75-84 years old),Population (85+ years old),Race (One Race),Race (Two or More Races),Race (one: white),Race (one: black or African American),Race (one: native American),Race (one: black or Asian),Race (one: Pacific Islander),Race (one: Other),Race (two+: white and black or African American),Race (two+: white and Native American),Race (two+: white and Asian),Race (two+: black and Native American,Race (Hispanic or Latino),Race (Not Hispanic or Latino)
1400000US06037113235,"Census Tract 1132.35, Los Angeles County, California",1699,868,831,78,125,102,60,134,177,234,248,188,74,234,45,0,1452,247,977,128,0,39,0,308,92,24,57,0,424,1275
1400000US06037113237,"Census Tract 1132.37, Los Angeles County, California",5004,2343,2661,415,150,234,366,168,652,624,608,437,291,638,194,227,4481,523,2464,647,0,944,0,426,80,17,206,0,1377,3627
1400000US06037113238,"Census Tract 1132.38, Los Angeles County, California",4313,1944,2369,32,184,407,272,362,795,656,846,165,314,141,83,56,4168,145,2372,346,54,811,0,585,0,13,39,0,2487,1826
1400000US06037113239,"Census Tract 1132.39, Los Angeles County, California",2183,1073,1110,139,122,44,169,238,512,249,93,161,43,196,178,39,2183,0,636,35,20,311,7,1174,0,0,0,0,1412,771
1400000US06037113301,"Census Tract 1133.01, Los Angeles County, California",3972,2169,1803,280,205,175,220,527,430,391,390,246,301,297,243,267,3788,184,2608,211,0,781,45,143,0,7,23,0,644,3328
1400000US06037113303,"Census Tract 1133.03, Los Angeles County, California",3779,1974,1805,219,190,141,217,190,414,458,413,292,383,464,205,193,3619,160,2497,114,42,579,0,387,14,20,28,5,1076,2703
1400000US06037113322,"Census Tract 1133.22, Los Angeles County, California",4680,2264,2416,247,357,151,366,137,515,569,655,379,396,548,264,96,4412,268,2621,545,39,640,0,567,71,89,30,0,1297,3383
1400000US06037113323,"Census Tract 1133.23, Los Angeles County, California",4029,1969,2060,113,161,258,131,468,803,749,446,286,287,198,76,53,3760,269,2110,235,0,470,57,888,0,0,53,0,1592,2437
1400000US06037113324,"Census Tract 1133.24, Los Angeles County, California",2844,1582,1262,244,473,210,74,228,324,661,328,88,86,81,47,0,1981,863,980,318,0,404,0,279,0,0,38,0,1714,1130
1400000US06037113423,"Census Tract 1134.23, Los Angeles County, California",3017,1370,1647,334,259,76,248,246,305,568,369,219,105,231,45,12,2462,555,1047,95,4,242,0,1074,0,21,105,6,1721,1296
1400000US06037113424,"Census Tract 1134.24, Los Angeles County, California",3493,1926,1567,191,247,79,197,167,659,552,276,153,269,239,211,253,3221,272,1287,64,33,636,6,1195,0,18,203,0,1536,1957
1400000US06037113425,"Census Tract 1134.25, Los Angeles County, California",4407,2171,2236,303,339,449,367,332,688,779,606,163,112,226,40,3,4249,158,1447,307,0,312,0,2183,0,11,62,0,2836,1571
1400000US06037113426,"Census Tract 1134.26, Los Angeles County, California",2414,1189,1225,235,49,75,120,58,481,281,189,195,198,295,154,84,2354,60,1003,46,0,608,41,656,0,0,8,0,889,1525
1400000US06037113427,"Census Tract 1134.27, Los Angeles County, California",1770,1020,750,63,93,89,34,40,290,363,264,137,174,179,13,31,1715,55,710,211,0,371,0,423,28,0,25,2,642,1128
1400000US06037113428,"Census Tract 1134.28, Los Angeles County, California",4237,1943,2294,263,176,284,250,257,917,269,552,473,188,370,109,129,4016,221,3187,138,0,449,0,242,18,0,64,0,1346,2891
1400000US06037115101,"Census Tract 1151.01, Los Angeles County, California",4932,2239,2693,110,283,299,198,203,296,719,635,512,582,540,330,225,4459,473,2798,241,36,650,0,734,0,0,312,0,1072,3860
1400000US06037115103,"Census Tract 1151.03, Los Angeles County, California",3181,1287,1894,0,0,0,1804,1179,128,61,5,0,0,0,0,4,2921,260,1650,501,0,532,5,233,33,32,112,0,1068,2113
1400000US06037115104,"Census Tract 1151.04, Los Angeles County, California",4619,2280,2339,82,96,177,406,1207,918,476,299,219,271,241,158,69,4382,237,1999,856,9,1027,10,481,59,8,31,7,1168,3451
1400000US06037115202,"Census Tract 1152.02, Los Angeles County, California",6393,3297,3096,150,258,190,212,1180,1396,725,928,271,350,436,209,88,5850,543,2231,644,16,888,0,2071,1,35,120,14,3054,3339
1400000US06037115203,"Census Tract 1152.03, Los Angeles County, California",2652,1264,1388,224,142,109,88,414,288,364,341,255,98,206,111,12,2506,146,1678,53,0,221,0,554,0,0,0,0,1082,1570
1400000US06037115204,"Census Tract 1152.04, Los Angeles County, California",4054,2423,1631,220,162,118,152,577,770,606,531,282,153,284,177,22,3793,261,2404,539,0,639,0,211,0,9,153,0,782,3272
1400000US06037115301,"Census Tract 1153.01, Los Angeles County, California",4648,2581,2067,188,366,174,292,223,527,725,739,330,197,404,326,157,4395,253,2347,172,0,1387,0,489,2,0,43,0,915,3733
1400000US06037115302,"Census Tract 1153.02, Los Angeles County, California",3835,2045,1790,243,249,232,269,321,564,575,509,304,166,247,129,27,3687,148,1578,189,44,389,0,1487,61,0,0,0,2822,1013
1400000US06037115401,"Census Tract 1154.01, Los Angeles County, California",6185,3067,3118,313,406,466,604,356,783,917,1013,468,196,334,262,67,5886,299,3108,209,0,1035,0,1534,76,24,18,0,2850,3335
1400000US06037115403,"Census Tract 1154.03, Los Angeles County, California",3597,1768,1829,397,361,197,103,268,645,596,463,146,113,198,60,50,3145,452,760,282,0,590,0,1513,30,2,4,0,2167,1430
1400000US06037115404,"Census Tract 1154.04, Los Angeles County, California",2897,1534,1363,151,131,256,69,229,658,311,435,202,178,158,110,9,2608,289,1055,242,0,484,0,827,27,13,125,28,1367,1530
1400000US06037117101,"Census Tract 1171.01, Los Angeles County, California",5094,2427,2667,213,431,261,471,545,578,810,776,394,285,187,137,6,4578,516,1222,536,0,1570,0,1250,38,0,252,0,1901,3193
1400000US06037117102,"Census Tract 1171.02, Los Angeles County, California",2745,1437,1308,179,100,206,83,194,373,346,382,199,242,257,158,26,2649,96,1457,58,6,334,0,794,0,6,6,0,1704,1041
1400000US06037117201,"Census Tract 1172.01, Los Angeles County, California",5126,2416,2710,488,348,430,560,536,684,600,631,175,265,225,110,74,4711,415,1907,98,0,674,0,2032,136,17,0,0,3566,1560
1400000US06037117202,"Census Tract 1172.02, Los Angeles County, California",2857,1477,1380,210,63,131,132,223,359,325,377,172,145,475,168,77,2435,422,1471,180,0,502,0,282,40,10,67,9,1182,1675
1400000US06037117301,"Census Tract 1173.01, Los Angeles County, California",3679,1623,2056,209,211,185,107,158,558,655,388,291,291,447,100,79,3399,280,2035,67,0,630,0,667,32,18,31,0,1325,2354
1400000US06037117302,"Census Tract 1173.02, Los Angeles County, California",4932,2380,2552,237,355,300,264,273,553,753,803,204,213,491,264,222,4697,235,2718,495,11,1080,116,277,127,0,0,13,1141,3791
1400000US06037117303,"Census Tract 1173.03, Los Angeles County, California",4369,2018,2351,260,269,322,106,408,655,480,517,253,285,567,160,87,3994,375,1788,166,15,657,0,1368,0,0,65,0,2314,2055
1400000US06037117404,"Census Tract 1174.04, Los Angeles County, California",5646,2578,3068,427,381,205,339,435,769,680,828,432,423,421,244,62,4977,669,2271,403,91,638,0,1574,0,0,57,54,2589,3057
1400000US06037117405,"Census Tract 1174.05, Los Angeles County, California",3421,1687,1734,234,356,377,316,402,480,408,378,231,116,76,47,0,3001,420,778,102,0,27,0,2094,0,0,0,0,3177,244
1400000US06037117407,"Census Tract 1174.07, Los Angeles County, California",3715,1913,1802,358,447,359,244,333,514,614,526,48,163,109,0,0,3642,73,790,70,58,96,0,2628,0,2,0,0,3505,210
1400000US06037117408,"Census Tract 1174.08, Los Angeles County, California",2803,1355,1448,287,270,234,285,183,410,397,384,80,60,135,42,36,2723,80,894,324,42,265,0,1198,17,0,5,0,2060,743
1400000US06037117510,"Census Tract 1175.10, Los Angeles County, California",3661,1896,1765,337,316,292,206,355,589,541,457,236,114,86,119,13,3411,250,1185,113,20,236,0,1857,0,0,0,0,2928,733
1400000US06037117520,"Census Tract 1175.20, Los Angeles County, California",4226,2189,2037,399,330,340,465,482,639,521,541,217,87,136,35,34,4062,164,903,217,0,298,0,2644,4,80,24,0,3487,739
1400000US06037117530,"Census Tract 1175.30, Los Angeles County, California",6231,3097,3134,518,477,384,609,486,1060,1002,691,221,302,265,144,72,6019,212,1408,31,0,887,0,3693,34,0,49,0,4976,1255
1400000US06037119001,"Census Tract 1190.01, Los Angeles County, California",4583,2409,2174,203,238,276,346,392,628,611,709,244,345,393,162,36,4291,292,2292,12,48,915,0,1024,0,26,1,0,3141,1442
1400000US06037119003,"Census Tract 1190.03, Los Angeles County, California",4425,2349,2076,169,327,358,204,317,982,508,342,459,299,199,246,15,4227,198,3120,196,75,225,0,611,0,94,0,0,3843,582
1400000US06037119004,"Census Tract 1190.04, Los Angeles County, California",3353,1540,1813,232,306,197,161,319,591,316,456,232,156,130,125,132,3188,165,1943,35,0,340,0,870,23,0,0,0,2840,513
1400000US06037119201,"Census Tract 1192.01, Los Angeles County, California",4426,2036,2390,291,172,304,354,531,733,418,713,264,127,235,157,127,3769,657,2177,35,67,198,0,1292,0,0,6,0,3861,565
1400000US06037119202,"Census Tract 1192.02, Los Angeles County, California",4756,2263,2493,218,235,233,447,366,982,550,574,288,300,309,216,38,4743,13,2209,28,40,168,0,2298,0,3,6,0,4374,382
1400000US06037119310,"Census Tract 1193.10, Los Angeles County, California",4297,2318,1979,195,274,170,241,301,690,786,493,160,247,429,241,70,4185,112,1178,327,27,743,0,1910,0,30,13,0,2540,1757
1400000US06037119320,"Census Tract 1193.20, Los Angeles County, California",4735,2394,2341,260,346,364,329,541,726,732,516,331,221,251,107,11,4610,125,676,225,0,855,0,2854,0,0,19,0,3423,1312
1400000US06037119340,"Census Tract 1193.40, Los Angeles County, California",4031,1945,2086,323,567,470,214,164,986,424,539,114,99,35,31,65,3976,55,908,242,88,86,0,2652,0,0,0,0,3662,369
1400000US06037119341,"Census Tract 1193.41, Los Angeles County, California",2825,1357,1468,117,177,114,125,233,428,328,417,148,181,294,209,54,2819,6,510,111,58,624,0,1516,0,0,0,0,1835,990
1400000US06037119342,"Census Tract 1193.42, Los Angeles County, California",3009,1501,1508,141,269,234,334,281,425,472,351,145,173,151,33,0,2863,146,863,50,15,424,0,1511,0,0,7,0,2273,736
1400000US06037119400,"Census Tract 1194, Los Angeles County, California",5564,2737,2827,234,412,355,420,450,1058,568,718,460,253,247,311,78,5387,177,2558,62,0,502,0,2265,9,12,24,0,4458,1106
1400000US06037119700,"Census Tract 1197, Los Angeles County, California",4925,2312,2613,287,214,169,303,401,664,788,638,417,322,427,155,140,4819,106,2796,70,0,1179,0,774,2,0,54,0,1997,2928
1400000US06037119801,"Census Tract 1198.01, Los Angeles County, California",2648,1167,1481,96,116,177,192,216,550,275,324,258,117,221,29,77,2622,26,1494,58,0,415,0,655,1,0,0,0,1738,910
1400000US06037119802,"Census Tract 1198.02, Los Angeles County, California",3340,1565,1775,38,231,180,370,307,441,505,509,228,139,230,162,0,3263,77,1252,7,0,592,24,1388,0,0,7,0,2509,831
1400000US06037119900,"Census Tract 1199, Los Angeles County, California",5123,2550,2573,176,243,291,378,386,891,603,880,292,290,460,152,81,4982,141,1601,47,43,967,0,2324,8,0,0,0,3638,1485
1400000US06037120010,"Census Tract 1200.10, Los Angeles County, California",2796,1527,1269,138,144,204,206,302,512,380,502,110,120,152,10,16,2631,165,644,92,0,343,0,1552,64,0,0,0,2149,647
1400000US06037120020,"Census Tract 1200.20, Los Angeles County, California",3872,2065,1807,275,242,236,240,373,580,542,521,193,313,291,51,15,3765,107,921,425,0,510,0,1909,0,0,86,0,2768,1104
1400000US06037120030,"Census Tract 1200.30, Los Angeles County, California",2500,1228,1272,177,174,240,123,248,396,390,300,109,127,164,52,0,2500,0,680,33,0,120,0,1667,0,0,0,0,2174,326
1400000US06037120103,"Census Tract 1201.03, Los Angeles County, California",3376,1533,1843,287,401,388,182,143,595,524,371,220,88,125,52,0,3274,102,791,89,71,101,0,2222,0,0,0,0,3167,209
1400000US06037120104,"Census Tract 1201.04, Los Angeles County, California",2243,1188,1055,106,162,201,90,181,336,271,321,143,135,207,34,56,2172,71,373,195,5,331,31,1237,71,0,0,0,1445,798
1400000US06037120105,"Census Tract 1201.05, Los Angeles County, California",2694,1341,1353,122,174,117,209,182,250,447,435,137,159,293,97,72,2427,267,499,37,31,438,0,1422,0,10,0,0,2066,628
1400000US06037120106,"Census Tract 1201.06, Los Angeles County, California",4519,2538,1981,302,220,450,416,320,812,674,529,253,86,370,40,47,4328,191,695,57,15,737,1,2823,0,15,0,0,3617,902
1400000US06037120107,"Census Tract 1201.07, Los Angeles County, California",4060,2101,1959,495,325,403,311,339,533,669,460,196,82,192,39,16,3645,415,870,71,16,364,5,2319,0,12,0,0,3488,572
1400000US06037120108,"Census Tract 1201.08, Los Angeles County, California",4592,2107,2485,244,409,252,275,435,660,733,657,257,217,274,132,47,4353,239,1398,65,84,438,0,2368,0,0,27,0,3647,945
1400000US06037120300,"Census Tract 1203, Los Angeles County, California",5066,2615,2451,236,306,286,236,294,909,609,712,440,432,330,159,117,4669,397,1524,37,0,1308,0,1800,0,0,11,0,2781,2285
1400000US06037120400,"Census Tract 1204, Los Angeles County, California",6533,2988,3545,329,459,409,426,388,1195,924,827,448,440,326,184,178,6085,448,2085,292,0,1215,0,2493,55,0,0,0,3647,2886
1400000US06037121010,"Census Tract 1210.10, Los Angeles County, California",4737,2524,2213,180,223,235,245,322,1043,548,752,178,378,325,220,88,4564,173,2424,78,70,442,0,1550,0,0,0,0,2746,1991
1400000US06037121020,"Census Tract 1210.20, Los Angeles County, California",3701,2007,1694,188,134,218,292,294,719,400,620,376,65,283,85,27,3051,650,1995,95,48,373,0,540,0,17,36,0,2313,1388
1400000US06037121101,"Census Tract 1211.01, Los Angeles County, California",3128,1572,1556,200,159,157,160,272,529,450,553,249,167,155,55,22,2652,476,1691,24,0,255,0,682,24,3,13,0,2220,908
1400000US06037121102,"Census Tract 1211.02, Los Angeles County, California",2247,1042,1205,48,118,167,128,89,308,245,371,165,178,203,186,41,2155,92,1710,39,0,123,0,283,19,7,9,0,1126,1121
1400000US06037121210,"Census Tract 1212.10, Los Angeles County, California",3077,1596,1481,111,127,226,117,193,473,345,482,125,220,422,144,92,2854,223,1320,38,10,382,11,1093,0,0,10,0,2222,855
1400000US06037121221,"Census Tract 1212.21, Los Angeles County, California",2379,1240,1139,133,84,117,148,163,516,434,250,92,161,243,21,17,2202,177,1541,33,0,89,0,539,0,31,0,0,1930,449
1400000US06037121222,"Census Tract 1212.22, Los Angeles County, California",4688,2363,2325,307,270,305,388,428,1000,495,700,262,144,307,45,37,4597,91,2693,60,18,176,0,1650,0,0,0,5,4007,681
1400000US06037121600,"Census Tract 1216, Los Angeles County, California",2838,1354,1484,63,253,76,147,160,344,463,444,278,149,253,157,51,2757,81,1520,21,96,738,0,382,0,0,64,0,874,1964
1400000US06037121801,"Census Tract 1218.01, Los Angeles County, California",3165,1633,1532,107,222,338,230,217,506,457,494,216,122,169,77,10,2741,424,1174,77,0,99,0,1391,0,16,0,0,2479,686
1400000US06037121802,"Census Tract 1218.02, Los Angeles County, California",3088,1535,1553,203,201,148,190,268,474,330,575,180,139,243,131,6,2756,332,1612,236,86,171,0,651,18,3,18,0,1954,1134
1400000US06037121900,"Census Tract 1219, Los Angeles County, California",3686,1664,2022,146,326,249,242,402,500,533,566,156,199,244,113,10,2969,717,2090,35,0,145,0,699,112,0,0,0,3005,681
1400000US06037122000,"Census Tract 1220, Los Angeles County, California",5390,2291,3099,173,359,354,406,319,864,557,857,187,286,668,257,103,4948,442,3307,102,29,552,0,958,0,94,151,0,2300,3090
1400000US06037122120,"Census Tract 1221.20, Los Angeles County, California",4772,2516,2256,135,480,327,333,449,650,730,645,234,286,362,128,13,4147,625,2359,164,8,112,0,1504,93,23,13,0,3816,956
1400000US06037122121,"Census Tract 1221.21, Los Angeles County, California",2909,1430,1479,141,213,269,218,217,456,377,311,204,244,199,50,10,2456,453,1595,181,8,160,0,512,0,92,0,0,2298,611
1400000US06037122122,"Census Tract 1221.22, Los Angeles County, California",2644,1333,1311,230,233,192,213,319,325,245,396,131,124,157,44,35,2087,557,1285,0,21,21,0,760,33,20,0,0,2519,125
1400000US06037122200,"Census Tract 1222, Los Angeles County, California",3542,1749,1793,211,171,275,290,177,520,544,478,246,252,255,101,22,3343,199,2426,20,0,110,0,787,0,0,13,0,2640,902
1400000US06037122410,"Census Tract 1224.10, Los Angeles County, California",3471,1834,1637,229,284,230,243,316,599,384,410,167,225,225,95,64,2970,501,1640,129,107,195,0,899,46,0,27,0,2803,668
1400000US06037122420,"Census Tract 1224.20, Los Angeles County, California",5029,2616,2413,170,259,379,451,506,806,619,766,523,172,230,123,25,4857,172,1984,62,0,504,0,2307,0,7,0,0,3976,1053
1400000US06037123010,"Census Tract 1230.10, Los Angeles County, California",3911,1872,2039,209,235,432,330,334,481,600,554,159,155,285,78,59,3268,643,2441,75,6,52,18,676,77,9,0,0,3308,603
1400000US06037123020,"Census Tract 1230.20, Los Angeles County, California",3028,1537,1491,133,123,223,271,162,520,282,607,165,113,273,98,58,2633,395,1762,51,2,26,0,792,0,5,7,0,2713,315
1400000US06037123103,"Census Tract 1231.03, Los Angeles County, California",3816,1746,2070,68,128,247,254,243,802,512,817,188,226,225,43,63,3671,145,2212,224,0,478,0,757,11,0,42,0,2038,1778
1400000US06037123104,"Census Tract 1231.04, Los Angeles County, California",4848,2545,2303,308,302,339,118,288,903,791,661,491,190,330,98,29,4569,279,3345,168,0,159,0,897,0,76,10,0,2674,2174
1400000US06037123203,"Census Tract 1232.03, Los Angeles County, California",3446,1540,1906,235,315,189,192,297,789,453,320,252,182,136,33,53,3357,89,2316,199,7,32,128,675,0,42,0,0,2669,777
1400000US06037123204,"Census Tract 1232.04, Los Angeles County, California",3508,1792,1716,142,190,196,244,263,879,427,550,271,192,81,63,10,3457,51,1800,100,35,133,0,1389,26,0,17,0,2706,802
1400000US06037123205,"Census Tract 1232.05, Los Angeles County, California",2716,1405,1311,216,177,128,233,196,518,399,387,195,84,121,62,0,2425,291,1912,85,48,72,0,308,0,0,0,0,1950,766
1400000US06037123206,"Census Tract 1232.06, Los Angeles County, California",2323,1140,1183,136,162,96,135,189,446,275,352,128,109,179,86,30,2144,179,1406,24,0,60,0,654,25,46,18,5,1836,487
1400000US06037123301,"Census Tract 1233.01, Los Angeles County, California",4467,1954,2513,250,202,187,97,496,919,468,562,351,228,462,179,66,4149,318,2294,275,14,1069,0,497,0,165,12,0,1740,2727
1400000US06037123303,"Census Tract 1233.03, Los Angeles County, California",2860,1440,1420,146,146,135,164,138,575,579,384,119,115,194,130,35,2631,229,1617,55,16,187,0,756,0,0,93,11,1638,1222
1400000US06037123304,"Census Tract 1233.04, Los Angeles County, California",4581,2134,2447,178,198,291,372,261,399,538,593,314,180,573,491,193,4341,240,3128,55,132,271,0,755,0,0,7,0,2060,2521
1400000US06037123410,"Census Tract 1234.10, Los Angeles County, California",3861,1761,2100,285,242,257,178,272,737,764,412,192,210,221,54,37,3824,37,2785,130,0,332,0,577,0,24,0,0,1401,2460
1400000US06037123420,"Census Tract 1234.20, Los Angeles County, California",5015,2256,2759,264,380,331,276,436,785,539,860,266,320,415,143,0,4909,106,3733,248,0,66,0,862,0,0,0,0,2873,2142
1400000US06037123510,"Census Tract 1235.10, Los Angeles County, California",5200,2237,2963,223,361,279,490,330,872,741,698,301,284,388,122,111,4895,305,2871,143,42,560,0,1279,79,0,104,0,2662,2538
1400000US06037123520,"Census Tract 1235.20, Los Angeles County, California",2799,1407,1392,198,186,169,180,102,658,307,301,196,161,200,108,33,2543,256,1682,5,86,51,154,565,8,6,0,0,1610,1189
1400000US06037123601,"Census Tract 1236.01, Los Angeles County, California",4961,2458,2503,395,207,320,209,242,700,760,661,210,403,450,195,209,4686,275,3740,265,0,199,0,482,24,0,58,0,1595,3366
1400000US06037123602,"Census Tract 1236.02, Los Angeles County, California",3435,1548,1887,105,150,201,241,251,341,597,463,290,210,425,63,98,3336,99,2307,406,26,236,0,361,10,16,0,0,993,2442
1400000US06037123700,"Census Tract 1237, Los Angeles County, California",4612,2369,2243,166,199,173,295,260,722,1015,576,314,204,276,304,108,4310,302,3288,387,0,30,0,605,23,0,112,0,1441,3171
1400000US06037123800,"Census Tract 1238, Los Angeles County, California",5941,2728,3213,339,265,376,246,321,775,967,1059,468,318,480,231,96,5395,546,4387,199,16,267,0,526,0,115,218,0,1664,4277
1400000US06037123901,"Census Tract 1239.01, Los Angeles County, California",4862,2825,2037,365,330,328,205,246,876,914,584,225,252,339,153,45,4544,318,1990,349,18,317,209,1661,0,0,27,0,2619,2243
1400000US06037123902,"Census Tract 1239.02, Los Angeles County, California",2653,1289,1364,100,179,148,87,49,663,522,395,81,146,184,75,24,2337,316,1528,146,0,328,0,335,49,17,0,0,817,1836
1400000US06037124000,"Census Tract 1240, Los Angeles County, California",5225,2678,2547,313,315,158,102,125,1516,580,620,140,366,441,304,245,4920,305,4484,116,0,285,0,35,0,54,188,0,622,4603
1400000US06037124102,"Census Tract 1241.02, Los Angeles County, California",3600,1965,1635,113,268,279,272,158,812,850,310,150,59,225,70,34,3400,200,2210,116,6,689,0,379,73,0,112,0,1490,2110
1400000US06037124103,"Census Tract 1241.03, Los Angeles County, California",1889,973,916,126,53,203,123,203,200,304,190,138,91,168,77,13,1805,84,1090,19,0,177,0,519,18,0,18,0,1186,703
1400000US06037124104,"Census Tract 1241.04, Los Angeles County, California",2577,1467,1110,83,165,199,66,192,593,370,305,147,124,176,43,114,2253,324,1712,104,0,17,0,420,134,0,40,0,1442,1135
1400000US06037124105,"Census Tract 1241.05, Los Angeles County, California",2287,1167,1120,210,157,121,86,259,512,261,314,132,85,107,22,21,2151,136,1410,87,13,137,0,504,4,69,7,0,1266,1021
1400000US06037124201,"Census Tract 1242.01, Los Angeles County, California",3548,1818,1730,225,161,272,179,146,728,592,617,174,176,124,108,46,3166,382,1873,117,43,269,0,864,75,0,46,0,2161,1387
1400000US06037124203,"Census Tract 1242.03, Los Angeles County, California",2216,1076,1140,113,93,66,107,268,446,334,270,148,100,185,53,33,2113,103,1463,47,6,221,8,368,0,9,36,0,1189,1027
1400000US06037124204,"Census Tract 1242.04, Los Angeles County, California",1867,984,883,55,105,87,36,94,531,257,247,204,69,102,80,0,1643,224,1143,57,3,123,0,317,6,72,0,0,1005,862
1400000US06037124300,"Census Tract 1243, Los Angeles County, California",2892,1376,1516,36,163,97,133,275,644,445,471,97,152,189,148,42,2683,209,1911,123,0,187,0,462,26,0,39,0,1596,1296
1400000US06037124400,"Census Tract 1244, Los Angeles County, California",4855,2385,2470,383,219,201,266,370,858,679,543,283,481,312,118,142,4191,664,3739,99,0,166,3,184,103,3,43,0,1255,3600
1400000US06037124500,"Census Tract 1245, Los Angeles County, California",2807,1316,1491,170,172,83,73,290,410,390,336,201,218,361,50,53,2331,476,1979,67,0,176,0,109,22,6,244,0,376,2431
1400000US06037124600,"Census Tract 1246, Los Angeles County, California",2606,1254,1352,29,78,118,44,195,473,266,426,205,183,432,105,52,2193,413,1980,61,11,94,0,47,0,63,132,0,380,2226
1400000US06037124700,"Census Tract 1247, Los Angeles County, California",5606,2444,3162,255,74,225,202,301,986,1004,936,462,285,482,276,118,5114,492,4360,303,44,256,9,142,148,16,207,0,841,4765
1400000US06037124902,"Census Tract 1249.02, Los Angeles County, California",3075,1375,1700,186,173,146,66,265,577,648,312,109,145,175,192,81,2874,201,1910,331,0,348,0,285,96,46,28,25,673,2402
1400000US06037124903,"Census Tract 1249.03, Los Angeles County, California",3746,1733,2013,203,160,218,59,136,1039,639,364,185,157,358,115,113,3320,426,2375,593,13,295,0,44,79,0,0,0,932,2814
1400000US06037125101,"Census Tract 1251.01, Los Angeles County, California",3567,1574,1993,46,67,83,105,238,1242,701,456,173,229,162,56,9,3377,190,2384,570,8,194,0,221,0,8,64,0,577,2990
1400000US06037125102,"Census Tract 1251.02, Los Angeles County, California",2121,913,1208,318,87,70,29,101,426,307,127,123,159,239,40,95,2056,65,1440,226,0,285,3,102,0,22,43,0,427,1694
1400000US06037125200,"Census Tract 1252, Los Angeles County, California",4006,1707,2299,152,371,164,110,85,915,833,560,300,178,249,49,40,3675,331,2959,200,0,176,45,295,121,16,75,9,1050,2956
1400000US06037125310,"Census Tract 1253.10, Los Angeles County, California",3844,2028,1816,272,53,117,63,516,853,704,340,222,355,235,81,33,3750,94,2439,649,0,125,0,537,68,0,10,0,1393,2451
1400000US06037125321,"Census Tract 1253.21, Los Angeles County, California",3089,1780,1309,0,35,178,169,189,1160,224,411,109,201,306,107,0,3015,74,2048,189,66,529,0,183,0,54,20,0,1207,1882
1400000US06037125322,"Census Tract 1253.22, Los Angeles County, California",2052,924,1128,0,66,0,21,330,719,260,121,150,0,104,237,44,1701,351,1329,136,0,137,0,99,202,0,0,0,757,1295
1400000US06037125402,"Census Tract 1254.02, Los Angeles County, California",4139,2144,1995,136,63,92,112,243,1331,858,541,200,394,86,46,37,3975,164,3062,181,11,398,0,323,60,0,69,0,654,3485
1400000US06037125403,"Census Tract 1254.03, Los Angeles County, California",2576,1272,1304,58,14,13,57,276,1398,368,158,49,16,0,120,49,2129,447,1627,224,0,171,0,107,0,0,103,0,882,1694
1400000US06037125404,"Census Tract 1254.04, Los Angeles County, California",2694,1345,1349,0,0,55,45,408,1344,278,332,52,38,74,67,1,2489,205,1304,677,0,476,14,18,80,0,18,0,198,2496
1400000US06037125501,"Census Tract 1255.01, Los Angeles County, California",2886,1430,1456,182,89,60,12,225,819,430,423,182,126,149,70,119,2685,201,2063,211,0,282,0,129,33,45,94,0,476,2410
1400000US06037125502,"Census Tract 1255.02, Los Angeles County, California",3631,1603,2028,132,42,86,84,105,1117,588,564,164,136,404,136,73,3345,286,2557,187,9,319,11,262,30,15,40,0,799,2832
1400000US06037125600,"Census Tract 1256, Los Angeles County, California",2963,1468,1495,231,205,67,165,51,434,353,456,270,208,211,247,65,2753,210,2163,232,0,314,0,44,24,26,112,0,737,2226
