Geography,Geographic Area Name,"Employed population (16+ years, all)","Employed population (16+ years, female)",Workers who commute to work (total),Workers who commute to work (drive alone),Workers who commute to work (carpool),Workers who commute to work (public transit),Workers who commute to work (walk),Workers who commute to work (other),Workers who commute to work (work from home),Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars)
1400000US06037103402,"Census Tract 1034.02, Los Angeles County, California",3152,1477,1893,1350,328,25,0,0,190,34.3,112306,116673
1400000US06037104103,"Census Tract 1041.03, Los Angeles County, California",3271,1660,1794,1277,264,12,0,9,232,29.1,102128,109333
1400000US06037104105,"Census Tract 1041.05, Los Angeles County, California",4505,2524,2293,1432,412,188,16,69,176,30.9,50483,72931
1400000US06037104108,"Census Tract 1041.08, Los Angeles County, California",4246,1947,2423,1873,355,121,0,0,74,32.1,51207,71834
1400000US06037104124,"Census Tract 1041.24, Los Angeles County, California",3161,1872,1505,1174,163,28,73,22,45,33.6,71000,83235
1400000US06037104201,"Census Tract 1042.01, Los Angeles County, California",3778,1824,2054,1567,266,34,69,17,101,30.3,71447,87599
1400000US06037104203,"Census Tract 1042.03, Los Angeles County, California",4076,1976,2324,1438,574,49,131,70,62,29,45972,65418
1400000US06037104204,"Census Tract 1042.04, Los Angeles County, California",2946,1473,1435,1089,246,13,41,21,25,30.8,59844,81374
1400000US06037104310,"Census Tract 1043.10, Los Angeles County, California",3665,1730,2288,1420,502,68,91,63,144,29.5,90893,112349
1400000US06037104321,"Census Tract 1043.21, Los Angeles County, California",2601,1423,1310,865,335,28,0,51,31,32.8,31645,62545
1400000US06037104322,"Census Tract 1043.22, Los Angeles County, California",1604,883,1040,699,129,56,53,69,34,32.2,66083,85129
1400000US06037104401,"Census Tract 1044.01, Los Angeles County, California",2379,1212,1347,1086,108,62,27,27,37,30.7,59464,76993
1400000US06037104403,"Census Tract 1044.03, Los Angeles County, California",2203,1175,1283,943,182,23,0,37,98,24.9,68929,80870
1400000US06037104404,"Census Tract 1044.04, Los Angeles County, California",2771,1410,1499,1110,221,48,26,73,21,27.5,53594,70594
1400000US06037104500,"Census Tract 1045, Los Angeles County, California",2136,989,1406,1064,169,127,20,6,20,28.4,65956,70384
1400000US06037104610,"Census Tract 1046.10, Los Angeles County, California",2642,1313,1580,1075,274,99,46,21,65,27.3,57188,79210
1400000US06037104620,"Census Tract 1046.20, Los Angeles County, California",2822,1355,1642,1219,242,61,17,62,41,24.9,68750,83779
1400000US06037104701,"Census Tract 1047.01, Los Angeles County, California",2878,1519,1445,930,288,58,39,105,25,26.7,42542,47978
1400000US06037104703,"Census Tract 1047.03, Los Angeles County, California",1785,838,1088,754,203,7,17,91,16,24,42589,58059
1400000US06037104704,"Census Tract 1047.04, Los Angeles County, California",3203,1850,1807,1263,205,85,35,97,122,29.9,44647,71656
1400000US06037104821,"Census Tract 1048.21, Los Angeles County, California",2507,1306,1466,976,296,87,17,72,18,26.5,70655,76393
1400000US06037104822,"Census Tract 1048.22, Los Angeles County, California",1989,939,1188,839,182,58,74,0,35,25.8,53542,67365
1400000US06037104823,"Census Tract 1048.23, Los Angeles County, California",2655,1313,1548,1039,268,133,29,29,50,25.2,90852,94771
1400000US06037104824,"Census Tract 1048.24, Los Angeles County, California",1967,972,1239,1096,127,0,0,0,16,34.8,73365,93377
1400000US06037106010,"Census Tract 1060.10, Los Angeles County, California",2610,1376,1605,1219,193,13,4,16,160,29.1,96964,124834
1400000US06037106020,"Census Tract 1060.20, Los Angeles County, California",4466,2204,2436,1955,307,53,0,0,121,34.8,85800,94911
1400000US06037106111,"Census Tract 1061.11, Los Angeles County, California",3588,1926,2266,1620,430,42,0,0,174,31.9,107277,114237
1400000US06037106112,"Census Tract 1061.12, Los Angeles County, California",4233,2239,2612,2044,414,87,0,8,59,37.3,96688,102083
1400000US06037106113,"Census Tract 1061.13, Los Angeles County, California",3054,1601,1738,1335,208,8,18,54,115,34.7,99952,112474
1400000US06037106114,"Census Tract 1061.14, Los Angeles County, California",4729,2394,2827,2091,553,22,28,25,108,28,65970,78794
1400000US06037106403,"Census Tract 1064.03, Los Angeles County, California",2776,1447,1609,1220,305,19,13,0,52,39.5,82875,89846
1400000US06037106405,"Census Tract 1064.05, Los Angeles County, California",3424,1832,1721,1428,231,38,9,0,15,28.3,64490,72595
1400000US06037106406,"Census Tract 1064.06, Los Angeles County, California",5113,2443,3422,2566,569,49,0,35,203,30.9,89059,111181
1400000US06037106407,"Census Tract 1064.07, Los Angeles County, California",2009,1178,975,617,181,63,62,10,42,27.3,33125,44874
1400000US06037106408,"Census Tract 1064.08, Los Angeles County, California",2560,1440,1664,1127,337,25,85,24,66,25.3,54038,68177
1400000US06037106510,"Census Tract 1065.10, Los Angeles County, California",4845,2502,2888,2221,277,157,37,14,182,36.4,85032,98733
1400000US06037106520,"Census Tract 1065.20, Los Angeles County, California",4648,2445,2536,1790,498,81,0,10,157,31.4,71435,81035
1400000US06037106603,"Census Tract 1066.03, Los Angeles County, California",3025,1483,1868,1146,437,8,4,25,248,31.8,130806,144175
1400000US06037106604,"Census Tract 1066.04, Los Angeles County, California",3363,1617,1766,1232,352,58,14,27,83,29,56794,77935
1400000US06037106641,"Census Tract 1066.41, Los Angeles County, California",1827,915,1004,678,157,42,0,13,114,38,111000,139959
1400000US06037106642,"Census Tract 1066.42, Los Angeles County, California",2725,1480,1657,1190,120,11,18,0,318,32,112273,133511
1400000US06037106643,"Census Tract 1066.43, Los Angeles County, California",3871,2201,2068,1465,315,48,6,23,211,39.5,176429,235546
1400000US06037106645,"Census Tract 1066.45, Los Angeles County, California",3361,1744,1870,1465,79,29,0,0,297,38.3,114295,135007
1400000US06037106646,"Census Tract 1066.46, Los Angeles County, California",2577,1336,1336,1009,104,51,13,25,134,31.8,111758,127748
1400000US06037106648,"Census Tract 1066.48, Los Angeles County, California",3270,1625,1792,1441,264,64,8,8,7,31.3,72165,79915
1400000US06037106649,"Census Tract 1066.49, Los Angeles County, California",2287,1291,1359,1134,120,65,5,24,11,29.6,94471,113111
1400000US06037107010,"Census Tract 1070.10, Los Angeles County, California",2711,1422,1485,1139,192,73,0,16,65,29.7,71546,78049
1400000US06037107020,"Census Tract 1070.20, Los Angeles County, California",4135,2356,2406,2035,286,53,6,11,15,36.6,80739,84689
1400000US06037108101,"Census Tract 1081.01, Los Angeles County, California",2012,1002,1071,914,69,2,22,12,52,31.1,141250,150558
1400000US06037108102,"Census Tract 1081.02, Los Angeles County, California",2773,1472,1494,1071,159,28,0,23,213,38.3,109091,133000
1400000US06037108103,"Census Tract 1081.03, Los Angeles County, California",2713,1293,1610,1211,120,11,0,42,226,35.8,130585,168542
1400000US06037108104,"Census Tract 1081.04, Los Angeles County, California",1352,713,749,571,68,0,0,5,105,41.1,150125,168115
1400000US06037108202,"Census Tract 1082.02, Los Angeles County, California",6121,3267,3978,3139,498,0,0,36,305,40.1,135603,168025
1400000US06037108203,"Census Tract 1082.03, Los Angeles County, California",2760,1340,1581,1219,240,0,0,15,107,38.2,128646,159307
1400000US06037108204,"Census Tract 1082.04, Los Angeles County, California",1409,735,868,734,34,8,0,0,92,40.1,125536,159694
1400000US06037109100,"Census Tract 1091, Los Angeles County, California",2240,1168,1080,761,213,19,26,47,14,28,70000,81174
1400000US06037109200,"Census Tract 1092, Los Angeles County, California",2105,890,1451,1205,182,44,0,0,20,30.4,111293,114288
1400000US06037109300,"Census Tract 1093, Los Angeles County, California",2469,1272,1504,972,286,68,9,38,131,35,96339,112316
1400000US06037109400,"Census Tract 1094, Los Angeles County, California",3466,1737,2018,1573,149,167,0,0,129,37.1,83986,81410
1400000US06037109500,"Census Tract 1095, Los Angeles County, California",3351,1660,1841,1370,300,111,15,10,35,34.3,53594,64444
1400000US06037109601,"Census Tract 1096.01, Los Angeles County, California",4065,1994,2187,1882,129,31,78,0,67,34.5,95820,104337
1400000US06037109603,"Census Tract 1096.03, Los Angeles County, California",3413,1822,1589,1345,100,56,0,0,88,30.4,65060,83425
1400000US06037109604,"Census Tract 1096.04, Los Angeles County, California",2502,1281,1697,1433,160,31,0,4,69,31.1,91776,94190
1400000US06037109700,"Census Tract 1097, Los Angeles County, California",3973,1988,2384,2080,104,43,0,0,157,29.6,103153,112184
1400000US06037109800,"Census Tract 1098, Los Angeles County, California",4158,2282,2503,2214,128,79,19,0,63,27.6,87750,93864
1400000US06037111100,"Census Tract 1111, Los Angeles County, California",2630,1291,1590,1301,208,18,20,0,43,30,107386,112228
1400000US06037111201,"Census Tract 1112.01, Los Angeles County, California",2865,1323,1631,1286,148,41,0,35,121,30.6,102266,149566
1400000US06037111202,"Census Tract 1112.02, Los Angeles County, California",4647,2200,2544,1975,86,157,58,0,268,39.3,115799,121743
1400000US06037111204,"Census Tract 1112.04, Los Angeles County, California",4977,2395,2932,2449,105,14,0,53,311,32.1,150732,177687
1400000US06037111205,"Census Tract 1112.05, Los Angeles County, California",3049,1853,2108,1621,251,0,27,89,120,31.4,67482,101274
1400000US06037111206,"Census Tract 1112.06, Los Angeles County, California",3687,1798,2172,1540,413,12,0,73,134,35.3,122014,159054
1400000US06037111302,"Census Tract 1113.02, Los Angeles County, California",4603,2388,2881,1917,240,89,75,142,418,31.6,62289,97607
1400000US06037111303,"Census Tract 1113.03, Los Angeles County, California",3702,1638,1984,1661,66,31,65,1,160,34.2,98617,103181
1400000US06037111304,"Census Tract 1113.04, Los Angeles County, California",2403,1170,1842,1442,194,0,121,60,25,31.9,57581,66602
1400000US06037111401,"Census Tract 1114.01, Los Angeles County, California",1962,1152,1287,786,405,90,0,0,6,36.8,124946,121086
1400000US06037111402,"Census Tract 1114.02, Los Angeles County, California",5472,3067,3216,2530,392,149,33,33,79,33.6,47967,68130
1400000US06037113101,"Census Tract 1131.01, Los Angeles County, California",3154,1799,1698,1358,156,40,0,50,94,34.5,108587,117341
1400000US06037113102,"Census Tract 1131.02, Los Angeles County, California",2420,1147,1357,1025,70,23,6,77,156,28.6,154514,205357
1400000US06037113211,"Census Tract 1132.11, Los Angeles County, California",3724,2040,2183,1584,197,39,0,54,309,32.5,93571,117380
1400000US06037113212,"Census Tract 1132.12, Los Angeles County, California",2637,1284,1681,1408,137,9,42,8,77,27.3,94464,117698
1400000US06037113213,"Census Tract 1132.13, Los Angeles County, California",4639,2389,3011,2298,303,81,36,78,215,32.7,112222,124612
1400000US06037113231,"Census Tract 1132.31, Los Angeles County, California",1887,955,1145,767,66,5,0,7,300,34.6,113929,147852
1400000US06037113232,"Census Tract 1132.32, Los Angeles County, California",3780,1816,2302,1897,60,52,8,35,250,32.9,126424,164382
1400000US06037113234,"Census Tract 1132.34, Los Angeles County, California",4054,2018,2324,1623,306,92,60,37,206,34.9,61580,100902
1400000US06037113235,"Census Tract 1132.35, Los Angeles County, California",1384,737,883,611,133,0,0,47,92,36.4,105333,143804
1400000US06037113237,"Census Tract 1132.37, Los Angeles County, California",4145,2243,2338,1635,83,14,132,292,182,30.1,116696,142876
1400000US06037113238,"Census Tract 1132.38, Los Angeles County, California",3690,1905,2655,1829,334,317,16,17,142,31.7,57523,77765
1400000US06037113239,"Census Tract 1132.39, Los Angeles County, California",1837,914,1132,856,58,114,0,104,0,33.2,44698,50056
1400000US06037113301,"Census Tract 1133.01, Los Angeles County, California",3259,1503,1691,1334,162,22,26,9,138,32.5,84975,144649
1400000US06037113303,"Census Tract 1133.03, Los Angeles County, California",3204,1517,1896,1368,146,108,48,61,165,28.5,88567,104783
1400000US06037113322,"Census Tract 1133.22, Los Angeles County, California",3863,2046,2145,1450,218,25,73,67,312,33.4,96387,109008
1400000US06037113323,"Census Tract 1133.23, Los Angeles County, California",3427,1669,2355,2017,224,0,40,74,0,26.4,77596,80881
1400000US06037113324,"Census Tract 1133.24, Los Angeles County, California",1917,924,1331,1124,99,23,22,26,37,26.5,86347,94793
1400000US06037113423,"Census Tract 1134.23, Los Angeles County, California",2315,1165,1298,1056,117,8,20,0,97,31.4,96108,103627
1400000US06037113424,"Census Tract 1134.24, Los Angeles County, California",2961,1518,1750,1382,125,76,52,16,99,37.9,89661,103616
1400000US06037113425,"Census Tract 1134.25, Los Angeles County, California",3302,1693,2321,1777,181,215,34,0,114,29.8,55791,62065
1400000US06037113426,"Census Tract 1134.26, Los Angeles County, California",2026,1074,999,749,74,28,0,120,28,29.3,62443,70537
1400000US06037113427,"Census Tract 1134.27, Los Angeles County, California",1525,664,1201,979,69,41,0,11,101,38.9,55811,65684
1400000US06037113428,"Census Tract 1134.28, Los Angeles County, California",3493,2044,2162,1868,246,35,0,13,0,30.9,107522,158974
1400000US06037115101,"Census Tract 1151.01, Los Angeles County, California",4228,2252,2542,1961,153,46,61,60,261,29.2,130511,148595
1400000US06037115103,"Census Tract 1151.03, Los Angeles County, California",3181,1894,982,293,35,77,454,83,40,16.7,-,37182
1400000US06037115104,"Census Tract 1151.04, Los Angeles County, California",4239,2136,2644,2092,81,110,86,67,208,25,54814,86563
1400000US06037115202,"Census Tract 1152.02, Los Angeles County, California",5767,2772,4046,2882,336,112,429,150,137,28.7,64429,84661
1400000US06037115203,"Census Tract 1152.03, Los Angeles County, California",2177,1122,1699,939,144,48,304,180,84,24.4,69609,104577
1400000US06037115204,"Census Tract 1152.04, Los Angeles County, California",3538,1460,2042,1566,147,88,93,47,101,25.5,83176,86147
1400000US06037115301,"Census Tract 1153.01, Los Angeles County, California",3874,1795,2144,1741,151,84,30,5,133,29.1,99938,118601
1400000US06037115302,"Census Tract 1153.02, Los Angeles County, California",3057,1422,1914,1400,145,153,67,55,94,29,52679,68750
1400000US06037115401,"Census Tract 1154.01, Los Angeles County, California",4861,2460,2805,2173,277,73,43,42,197,31.7,61875,93924
1400000US06037115403,"Census Tract 1154.03, Los Angeles County, California",2619,1335,1745,1247,210,79,45,66,98,31.9,58013,75800
1400000US06037115404,"Census Tract 1154.04, Los Angeles County, California",2359,1114,1459,1037,111,114,19,44,134,29.9,69688,85493
1400000US06037117101,"Census Tract 1171.01, Los Angeles County, California",4139,2117,2557,1822,285,196,28,83,143,32.9,87014,92191
1400000US06037117102,"Census Tract 1171.02, Los Angeles County, California",2239,1105,1357,964,194,79,0,4,116,29,65833,86566
1400000US06037117201,"Census Tract 1172.01, Los Angeles County, California",3807,2029,2035,1346,217,339,20,94,19,33.7,50972,73323
1400000US06037117202,"Census Tract 1172.02, Los Angeles County, California",2430,1212,1061,831,77,7,51,60,35,31.8,93214,101466
1400000US06037117301,"Census Tract 1173.01, Los Angeles County, California",3042,1706,1820,1455,130,23,0,23,189,35.5,116333,126503
1400000US06037117302,"Census Tract 1173.02, Los Angeles County, California",3956,2078,2269,1643,258,82,13,54,219,35.7,104554,121525
1400000US06037117303,"Census Tract 1173.03, Los Angeles County, California",3500,1765,1854,1516,128,35,7,47,121,34.2,101146,107956
1400000US06037117404,"Census Tract 1174.04, Los Angeles County, California",4532,2391,2873,2119,325,74,0,60,295,37.6,109242,142298
1400000US06037117405,"Census Tract 1174.05, Los Angeles County, California",2399,1164,1685,1196,173,195,32,62,27,29.9,40202,46349
1400000US06037117407,"Census Tract 1174.07, Los Angeles County, California",2499,1230,1529,863,227,171,88,149,31,29.5,39397,41702
1400000US06037117408,"Census Tract 1174.08, Los Angeles County, California",1982,1108,1196,769,194,137,32,64,0,35.5,40718,54232
1400000US06037117510,"Census Tract 1175.10, Los Angeles County, California",2663,1356,1734,1229,272,139,10,21,63,39.7,45332,89939
1400000US06037117520,"Census Tract 1175.20, Los Angeles County, California",3089,1531,1929,1278,248,263,44,37,59,34.1,42738,53965
1400000US06037117530,"Census Tract 1175.30, Los Angeles County, California",4683,2289,2932,2171,434,276,0,30,21,38.9,49886,66011
1400000US06037119001,"Census Tract 1190.01, Los Angeles County, California",3776,1845,2534,1890,371,117,8,55,93,34.7,90238,99658
1400000US06037119003,"Census Tract 1190.03, Los Angeles County, California",3484,1533,2106,1457,259,79,2,113,196,33.2,94219,94683
1400000US06037119004,"Census Tract 1190.04, Los Angeles County, California",2587,1376,1582,1308,158,21,38,19,38,29.1,84028,87491
1400000US06037119201,"Census Tract 1192.01, Los Angeles County, California",3588,1830,1903,1520,187,78,19,61,38,27.8,91597,98638
1400000US06037119202,"Census Tract 1192.02, Los Angeles County, California",4011,1994,2298,1642,412,145,62,12,25,30.6,75305,84016
1400000US06037119310,"Census Tract 1193.10, Los Angeles County, California",3630,1683,2419,1746,200,184,38,8,243,33.1,61250,78285
1400000US06037119320,"Census Tract 1193.20, Los Angeles County, California",3730,1816,2582,1951,318,129,24,47,113,31.6,74792,72764
1400000US06037119340,"Census Tract 1193.40, Los Angeles County, California",2625,1373,1763,968,220,315,87,97,76,30.4,34825,47777
1400000US06037119341,"Census Tract 1193.41, Los Angeles County, California",2405,1265,1406,1003,168,99,25,73,38,35.7,50168,88445
1400000US06037119342,"Census Tract 1193.42, Los Angeles County, California",2296,1236,1526,1133,201,103,13,27,49,33.2,65149,74214
1400000US06037119400,"Census Tract 1194, Los Angeles County, California",4502,2162,2575,1893,514,138,3,0,27,31.3,89281,109923
1400000US06037119700,"Census Tract 1197, Los Angeles County, California",4123,2397,2696,1739,469,141,0,61,286,27.8,98795,109508
1400000US06037119801,"Census Tract 1198.01, Los Angeles County, California",2201,1248,1435,1176,180,16,0,0,63,32.7,97738,110245
1400000US06037119802,"Census Tract 1198.02, Los Angeles County, California",2806,1470,1467,1161,152,26,46,18,64,33.7,64954,71911
1400000US06037119900,"Census Tract 1199, Los Angeles County, California",4305,2189,2520,1856,189,175,50,4,246,32.7,84231,94654
1400000US06037120010,"Census Tract 1200.10, Los Angeles County, California",2285,1086,1507,1123,221,126,16,0,21,35.2,52699,74025
1400000US06037120020,"Census Tract 1200.20, Los Angeles County, California",3005,1473,1849,1153,280,219,172,11,14,33.9,30669,45266
1400000US06037120030,"Census Tract 1200.30, Los Angeles County, California",1884,962,1111,514,222,268,27,57,23,31.4,38466,45903
1400000US06037120103,"Census Tract 1201.03, Los Angeles County, California",2232,1222,1378,594,268,354,11,72,79,34.8,35263,44114
1400000US06037120104,"Census Tract 1201.04, Los Angeles County, California",1774,915,1024,720,116,62,20,29,77,33.6,39922,52044
1400000US06037120105,"Census Tract 1201.05, Los Angeles County, California",2209,1163,1309,1035,91,84,13,5,81,31.8,36703,54501
1400000US06037120106,"Census Tract 1201.06, Los Angeles County, California",3427,1530,2070,1205,196,413,124,75,57,35,35400,48933
1400000US06037120107,"Census Tract 1201.07, Los Angeles County, California",2785,1401,1685,1207,162,172,74,26,44,32.6,36915,49260
1400000US06037120108,"Census Tract 1201.08, Los Angeles County, California",3663,2049,2459,1745,267,173,50,50,174,31.9,38194,56814
1400000US06037120300,"Census Tract 1203, Los Angeles County, California",4122,2006,2516,2081,202,127,19,0,87,30.8,66806,77721
1400000US06037120400,"Census Tract 1204, Los Angeles County, California",5255,2859,3333,2651,431,86,0,73,92,28.4,58478,68082
1400000US06037121010,"Census Tract 1210.10, Los Angeles County, California",4017,1789,2419,1845,398,95,2,24,55,29.8,85208,101267
1400000US06037121020,"Census Tract 1210.20, Los Angeles County, California",3102,1367,1694,1135,283,33,0,122,121,27.7,54956,86264
1400000US06037121101,"Census Tract 1211.01, Los Angeles County, California",2592,1272,1591,1117,227,98,49,36,64,34.8,70382,82502
1400000US06037121102,"Census Tract 1211.02, Los Angeles County, California",1883,998,1047,682,200,45,27,16,77,26.6,51691,79225
1400000US06037121210,"Census Tract 1212.10, Los Angeles County, California",2604,1258,1268,953,179,53,0,48,35,38.2,76250,80382
1400000US06037121221,"Census Tract 1212.21, Los Angeles County, California",2004,965,1232,998,204,8,4,0,18,29.4,73889,96353
1400000US06037121222,"Census Tract 1212.22, Los Angeles County, California",3777,1994,2137,1435,393,232,37,19,21,24.6,57500,74424
1400000US06037121600,"Census Tract 1216, Los Angeles County, California",2403,1254,1263,1006,176,17,0,4,60,33.7,79048,96994
1400000US06037121801,"Census Tract 1218.01, Los Angeles County, California",2462,1216,1472,1034,191,84,0,83,80,29,42700,52025
1400000US06037121802,"Census Tract 1218.02, Los Angeles County, California",2512,1234,1184,800,262,45,2,11,64,30,72844,76220
1400000US06037121900,"Census Tract 1219, Los Angeles County, California",2954,1601,1580,1039,370,47,17,26,81,32.4,54773,69507
1400000US06037122000,"Census Tract 1220, Los Angeles County, California",4447,2653,2377,1768,433,54,14,56,52,27,70764,112507
1400000US06037122120,"Census Tract 1221.20, Los Angeles County, California",3748,1790,2046,1386,406,92,25,52,85,29.9,52865,74519
1400000US06037122121,"Census Tract 1221.21, Los Angeles County, California",2206,1075,1330,981,173,81,37,10,48,25.5,50893,60977
1400000US06037122122,"Census Tract 1221.22, Los Angeles County, California",1957,974,955,765,70,47,39,9,25,22.5,41591,48011
1400000US06037122200,"Census Tract 1222, Los Angeles County, California",2803,1375,1559,1220,135,14,70,15,105,29.4,54744,72763
1400000US06037122410,"Census Tract 1224.10, Los Angeles County, California",2648,1312,1470,1022,242,64,55,9,78,31.2,37634,63848
1400000US06037122420,"Census Tract 1224.20, Los Angeles County, California",4129,1914,2354,1484,396,212,31,73,158,35,54022,78609
1400000US06037123010,"Census Tract 1230.10, Los Angeles County, California",2915,1593,1548,1136,262,70,43,21,16,31.5,44327,63212
1400000US06037123020,"Census Tract 1230.20, Los Angeles County, California",2538,1286,1496,1112,220,82,7,15,60,29.8,60500,75894
1400000US06037123103,"Census Tract 1231.03, Los Angeles County, California",3313,1871,2248,1782,96,106,19,15,230,26.4,59609,77264
1400000US06037123104,"Census Tract 1231.04, Los Angeles County, California",3899,1904,2581,1988,235,136,24,10,188,27.5,61389,75378
1400000US06037123203,"Census Tract 1232.03, Los Angeles County, California",2655,1437,1412,1119,39,149,57,24,24,28.2,53130,53163
1400000US06037123204,"Census Tract 1232.04, Los Angeles County, California",2954,1355,1661,1351,109,98,22,11,70,31.7,61471,60253
1400000US06037123205,"Census Tract 1232.05, Los Angeles County, California",2159,990,1257,813,181,122,22,43,76,33.8,49280,70785
1400000US06037123206,"Census Tract 1232.06, Los Angeles County, California",1929,985,1033,764,65,51,26,11,116,27.2,33724,54886
1400000US06037123301,"Census Tract 1233.01, Los Angeles County, California",3810,2097,2468,1710,253,195,31,43,236,36.7,56380,75877
1400000US06037123303,"Census Tract 1233.03, Los Angeles County, California",2428,1198,1397,890,227,132,55,12,81,32.3,53866,69005
1400000US06037123304,"Census Tract 1233.04, Los Angeles County, California",3826,2171,1736,1406,75,139,33,12,71,29.1,41438,56520
1400000US06037123410,"Census Tract 1234.10, Los Angeles County, California",3065,1604,1914,1446,176,144,0,63,85,29.3,51094,73308
1400000US06037123420,"Census Tract 1234.20, Los Angeles County, California",4025,2265,2471,1985,247,89,43,13,94,31.3,47183,72014
1400000US06037123510,"Census Tract 1235.10, Los Angeles County, California",4265,2357,2456,1936,149,190,10,0,171,33,47776,66064
1400000US06037123520,"Census Tract 1235.20, Los Angeles County, California",2230,1056,1154,811,93,120,15,11,104,31.9,48696,71357
1400000US06037123601,"Census Tract 1236.01, Los Angeles County, California",3997,2158,2331,1706,93,116,17,86,313,32.2,57588,82820
1400000US06037123602,"Census Tract 1236.02, Los Angeles County, California",2969,1609,1635,974,153,136,28,29,315,37.5,47593,83973
1400000US06037123700,"Census Tract 1237, Los Angeles County, California",3972,1937,2447,1612,211,25,0,125,474,33.9,80710,89071
1400000US06037123800,"Census Tract 1238, Los Angeles County, California",4924,2516,2828,2044,254,100,37,104,289,29.9,82785,110057
1400000US06037123901,"Census Tract 1239.01, Los Angeles County, California",3824,1684,2308,1553,286,186,16,106,161,30.5,52083,74483
1400000US06037123902,"Census Tract 1239.02, Los Angeles County, California",2192,1221,1411,1196,85,54,0,40,36,28.6,78304,91539
1400000US06037124000,"Census Tract 1240, Los Angeles County, California",4439,2237,2720,2033,86,291,0,67,243,26.3,85941,110154
1400000US06037124102,"Census Tract 1241.02, Los Angeles County, California",2893,1258,1946,1326,187,139,18,64,212,30.7,48088,75000
1400000US06037124103,"Census Tract 1241.03, Los Angeles County, California",1488,726,844,615,99,85,0,5,40,30,45598,59515
1400000US06037124104,"Census Tract 1241.04, Los Angeles County, California",2108,991,1352,1025,46,69,17,51,144,30.6,41573,63326
1400000US06037124105,"Census Tract 1241.05, Los Angeles County, California",1783,839,1115,866,49,35,10,39,116,28.5,52708,66277
1400000US06037124201,"Census Tract 1242.01, Los Angeles County, California",2890,1424,1909,1467,212,119,0,0,111,33.8,63750,75368
1400000US06037124203,"Census Tract 1242.03, Los Angeles County, California",1934,1025,1123,775,156,55,14,6,117,33,53409,71379
1400000US06037124204,"Census Tract 1242.04, Los Angeles County, California",1584,747,1007,749,34,103,0,36,85,38.7,44383,57076
1400000US06037124300,"Census Tract 1243, Los Angeles County, California",2569,1351,1497,1062,122,114,16,53,130,32.6,43807,64749
1400000US06037124400,"Census Tract 1244, Los Angeles County, California",4004,2024,2650,2079,93,89,88,38,263,29.6,88125,112383
1400000US06037124500,"Census Tract 1245, Los Angeles County, California",2355,1251,1670,1265,159,50,0,8,188,29.2,89125,129190
1400000US06037124600,"Census Tract 1246, Los Angeles County, California",2363,1234,1460,1244,37,27,8,21,123,34.7,63370,95479
1400000US06037124700,"Census Tract 1247, Los Angeles County, California",4995,2841,3004,2097,192,157,16,59,483,35.6,101719,143676
1400000US06037124902,"Census Tract 1249.02, Los Angeles County, California",2568,1395,1573,1183,120,151,38,11,70,36.2,40668,54928
1400000US06037124903,"Census Tract 1249.03, Los Angeles County, California",3155,1635,1902,1437,114,97,20,0,234,32.3,76780,80878
1400000US06037125101,"Census Tract 1251.01, Los Angeles County, California",3349,1836,2337,1706,325,18,15,104,169,30.8,73638,87418
1400000US06037125102,"Census Tract 1251.02, Los Angeles County, California",1626,910,1038,861,0,6,43,22,106,27.6,108021,139281
1400000US06037125200,"Census Tract 1252, Los Angeles County, California",3263,1909,2226,1558,171,159,48,50,240,36.8,80915,99518
1400000US06037125310,"Census Tract 1253.10, Los Angeles County, California",3364,1644,2197,1584,91,39,18,45,420,28,53769,89947
1400000US06037125321,"Census Tract 1253.21, Los Angeles County, California",2833,1227,1886,1338,48,166,0,90,244,36.4,49560,60924
1400000US06037125322,"Census Tract 1253.22, Los Angeles County, California",1986,1062,1195,746,96,134,0,0,219,30.7,33818,49529
1400000US06037125402,"Census Tract 1254.02, Los Angeles County, California",3806,1891,2570,2143,69,41,0,59,258,26.9,80703,93953
1400000US06037125403,"Census Tract 1254.03, Los Angeles County, California",2491,1304,1879,1240,98,212,0,48,281,31.2,73654,72718
1400000US06037125404,"Census Tract 1254.04, Los Angeles County, California",2639,1294,1728,1015,0,116,49,19,529,31,65778,72418
1400000US06037125501,"Census Tract 1255.01, Los Angeles County, California",2555,1285,1727,1307,106,153,0,24,137,30.1,48647,70914
1400000US06037125502,"Census Tract 1255.02, Los Angeles County, California",3344,1847,2133,1379,142,111,52,95,354,27.8,69397,133817
1400000US06037125600,"Census Tract 1256, Los Angeles County, California",2429,1281,1449,1188,77,28,28,10,118,27.5,72096,138076
1400000US06037127102,"Census Tract 1271.02, Los Angeles County, California",4399,2227,2967,1945,385,268,125,61,183,31,50224,68270
1400000US06037127103,"Census Tract 1271.03, Los Angeles County, California",2441,1207,1718,1485,48,112,2,0,71,33.5,55477,56968
1400000US06037127104,"Census Tract 1271.04, Los Angeles County, California",3101,1835,2160,1712,308,75,23,0,42,35.5,55927,74915
1400000US06037127210,"Census Tract 1272.10, Los Angeles County, California",4854,2400,3012,1757,388,368,112,170,217,29.7,55614,69758
1400000US06037127220,"Census Tract 1272.20, Los Angeles County, California",3946,2072,2339,1424,401,313,60,27,114,35.7,43188,79909
1400000US06037127300,"Census Tract 1273, Los Angeles County, California",2998,1513,1966,1287,176,236,6,41,220,42.1,54659,81183
